"url","title","description","canonical","hreflang","canonicalStatus","indexStatus"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-grid/","Magnetic Grid | Cowinmagnet South Africa","Magnetic Grid for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-grid/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-grid/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-rod/","Magnetic Rod | Cowinmagnet South Africa","Magnetic Rod for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-rod/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-rod/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-trap/","Magnetic Trap | Cowinmagnet South Africa","Magnetic Trap for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-trap/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/magnetic-trap/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/permanent-filter-bar-magnetic-neodymium-rod/","Strong 6000-16000 Gauss Iron Absorbing Permanent Filter Bar Magnetic...","Strong 6000-16000 Gauss Iron Absorbing Permanent Filter Bar Magnetic Neodymium Rod for the relevant South African and African industrial application. Final configuration is co...","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/permanent-filter-bar-magnetic-neodymium-rod/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/permanent-filter-bar-magnetic-neodymium-rod/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/rcyz-type-pipeline-magnetic-filter/","RCYZ type pipeline magnetic filter | Cowinmagnet South Africa","RCYZ type pipeline magnetic filter for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/rcyz-type-pipeline-magnetic-filter/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/rcyz-type-pipeline-magnetic-filter/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/rotary-pipe-magnet/","Rotary Pipe Magnet | Cowinmagnet South Africa","Rotary Pipe Magnet for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/rotary-pipe-magnet/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/rotary-pipe-magnet/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/belt-high-gradient-magnetic-separator/","Belt High Gradient Magnetic Separator | Cowinmagnet South Africa","Belt High Gradient Magnetic Separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/belt-high-gradient-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/belt-high-gradient-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cbz-type-rotary-automatic-magnetic-separator/","CBZ type rotary automatic magnetic separator | Cowinmagnet South Africa","CBZ type rotary automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cbz-type-rotary-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cbz-type-rotary-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cgb-type-rotary-semi-automatic-magnetic-separator/","CGB type rotary semi-automatic magnetic separator | Cowinmagnet South...","CGB type rotary semi-automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cgb-type-rotary-semi-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cgb-type-rotary-semi-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cgt-type-super-strong-full-magnetic-drum/","CGT type super strong full magnetic drum | Cowinmagnet South Africa","CGT type super strong full magnetic drum for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cgt-type-super-strong-full-magnetic-drum/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cgt-type-super-strong-full-magnetic-drum/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/clt-type-magnetic-desliming-tank/","CLT type magnetic desliming tank | Cowinmagnet South Africa","CLT type magnetic desliming tank for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/clt-type-magnetic-desliming-tank/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/clt-type-magnetic-desliming-tank/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cqz-type-fully-automatic-online-magnetic-separation/","CQZ type fully automatic online magnetic separation | Cowinmagnet Sou...","CQZ type fully automatic online magnetic separation for the relevant South African and African industrial application. Final configuration is confirmed against project conditi...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cqz-type-fully-automatic-online-magnetic-separation/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cqz-type-fully-automatic-online-magnetic-separation/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cqz-type-fully-automatic-online-magnetic-separator/","CQZ type fully automatic online magnetic separator | Cowinmagnet Sout...","CQZ type fully automatic online magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cqz-type-fully-automatic-online-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cqz-type-fully-automatic-online-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-type-semi-countercurrent-wet-selection-machine/","CTB type semi countercurrent wet selection machine | Cowinmagnet Sout...","CTB type semi countercurrent wet selection machine for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-type-semi-countercurrent-wet-selection-machine/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-type-semi-countercurrent-wet-selection-machine/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-wet-semi-countercurrent-magnetic-separator/","CTB wet semi countercurrent magnetic separator | Cowinmagnet South Af...","CTB wet semi countercurrent magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-wet-semi-countercurrent-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-wet-semi-countercurrent-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctdg-type-permanent-magnet-bulk-dry-magnetic-separator/","CTDG type permanent magnet bulk dry magnetic separator | Cowinmagnet...","CTDG type permanent magnet bulk dry magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project cond...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctdg-type-permanent-magnet-bulk-dry-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctdg-type-permanent-magnet-bulk-dry-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-full-countercurrent-wet-magnetic-separator/","CTN type full countercurrent wet magnetic separator | Cowinmagnet Sou...","CTN type full countercurrent wet magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditi...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-full-countercurrent-wet-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-full-countercurrent-wet-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-specialized-magnetic-separator-for-coal-washing/","CTN type specialized magnetic separator for coal washing | Cowinmagne...","CTN type specialized magnetic separator for coal washing for the relevant South African and African industrial application. Final configuration is confirmed against project co...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-specialized-magnetic-separator-for-coal-washing/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-specialized-magnetic-separator-for-coal-washing/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-wet-full-countercurrent-magnetic-separator/","CTN wet full countercurrent magnetic separator | Cowinmagnet South Af...","CTN wet full countercurrent magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-wet-full-countercurrent-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-wet-full-countercurrent-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctq-type-roller-automatic-magnetic-separator/","CTQ type roller automatic magnetic separator | Cowinmagnet South Africa","CTQ type roller automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctq-type-roller-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctq-type-roller-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-downstream-wet-pre-selection-machine/","CTS type downstream wet pre selection machine | Cowinmagnet South Africa","CTS type downstream wet pre selection machine for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-downstream-wet-pre-selection-machine/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-downstream-wet-pre-selection-machine/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-wet-co-current-magnetic-separator/","CTS type wet co current magnetic separator | Cowinmagnet South Africa","CTS type wet co current magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-wet-co-current-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-wet-co-current-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctz-type-midfield-strong-semi-magnetic-drum/","CTZ type midfield strong semi magnetic drum | Cowinmagnet South Africa","CTZ type midfield strong semi magnetic drum for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctz-type-midfield-strong-semi-magnetic-drum/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctz-type-midfield-strong-semi-magnetic-drum/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctzs-type-upward-suction-magnetic-separator/","CTZS type upward suction magnetic separator | Cowinmagnet South Africa","CTZS type upward suction magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctzs-type-upward-suction-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctzs-type-upward-suction-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cxj-drum-type-automatic-magnetic-separator/","CXJ drum type automatic magnetic separator | Cowinmagnet South Africa","CXJ drum type automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cxj-drum-type-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cxj-drum-type-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcx-wet-fully-automatic-magnetic-separator/","DCX wet fully automatic magnetic separator | Cowinmagnet South Africa","DCX wet fully automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcx-wet-fully-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcx-wet-fully-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separation/","DCZ type dry fully automatic magnetic separation | Cowinmagnet South...","DCZ type dry fully automatic magnetic separation for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separation/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separation/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separator/","DCZ type dry fully automatic magnetic separator | Cowinmagnet South A...","DCZ type dry fully automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhd-type-roller-type-automatic-magnetic-separator/","DHD type roller type automatic magnetic separator | Cowinmagnet South...","DHD type roller type automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhd-type-roller-type-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhd-type-roller-type-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhj-type-strong-roller-automatic-magnetic-separator/","DHJ type strong roller automatic magnetic separator | Cowinmagnet Sou...","DHJ type strong roller automatic magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditi...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhj-type-strong-roller-automatic-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhj-type-strong-roller-automatic-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/disc-magnetic-separator-for-tailing/","Disc Magnetic Separator for Tailing | Cowinmagnet South Africa","Disc Magnetic Separator for Tailing for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/disc-magnetic-separator-for-tailing/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/disc-magnetic-separator-for-tailing/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/drum-magnet/","Drum Magnet | Cowinmagnet South Africa","Drum Magnet for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/drum-magnet/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/drum-magnet/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dry-drum-magnetic-separator/","Dry Drum Magnetic Separator | Cowinmagnet South Africa","Dry Drum Magnetic Separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dry-drum-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dry-drum-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gls-type-integral-channel-metal-separator/","GLS type integral channel metal separator | Cowinmagnet South Africa","GLS type integral channel metal separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gls-type-integral-channel-metal-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gls-type-integral-channel-metal-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gtc-wet-plate-magnetic-separator/","GTC wet plate magnetic separator | Cowinmagnet South Africa","GTC wet plate magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gtc-wet-plate-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gtc-wet-plate-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hcg-type-dry-pre-selection-machine/","HCG type dry pre selection machine | Cowinmagnet South Africa","HCG type dry pre selection machine for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hcg-type-dry-pre-selection-machine/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hcg-type-dry-pre-selection-machine/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/high-frequency-screen/","High Frequency Screen | Cowinmagnet South Africa","High Frequency Screen for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/high-frequency-screen/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/high-frequency-screen/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","HJLH type vertical ring high gradient magnetic separation | Cowinmagn...","HJLH type vertical ring high gradient magnetic separation for the relevant South African and African industrial application. Final configuration is confirmed against project c...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","HJLH wet vertical ring high gradient magnetic separator | Cowinmagnet...","HJLH wet vertical ring high gradient magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project con...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","HJPC wet disc magnetic separation | Cowinmagnet South Africa","HJPC wet disc magnetic separation for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hmdn-coal-washing-special-magnetic-separator/","HMDN coal washing special magnetic separator | Cowinmagnet South Africa","HMDN coal washing special magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hmdn-coal-washing-special-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hmdn-coal-washing-special-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/","Magnetic Separation Equipment | Cowinmagnet South Africa","Drum, wet, dry, high-gradient and conveyor magnetic separation equipment for mineral processing and material recovery. Product category for African mining and industrial appli...","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ljk-type-magnetic-ore-special-iron-remover/","LJK type magnetic ore special iron remover | Cowinmagnet South Africa","LJK type magnetic ore special iron remover for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ljk-type-magnetic-ore-special-iron-remover/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ljk-type-magnetic-ore-special-iron-remover/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/magnetic-head-pulley/","Magnetic Head Pulley | Cowinmagnet South Africa","Magnetic Head Pulley for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/magnetic-head-pulley/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/magnetic-head-pulley/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/nct-type-concentrated-magnetic-separator/","NCT type concentrated magnetic separator | Cowinmagnet South Africa","NCT type concentrated magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/nct-type-concentrated-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/nct-type-concentrated-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/qcg-wet-roller-magnetic-separator/","QCG wet roller magnetic separator | Cowinmagnet South Africa","QCG wet roller magnetic separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/qcg-wet-roller-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/qcg-wet-roller-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/rct-type-fully-magnetic-drum/","RCT type fully magnetic drum | Cowinmagnet South Africa","RCT type fully magnetic drum for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/rct-type-fully-magnetic-drum/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/rct-type-fully-magnetic-drum/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/round-electromagnetic-lifting-magnet/","Round Electromagnetic Lifting Magnet | Cowinmagnet South Africa","Round Electromagnetic Lifting Magnet for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/round-electromagnetic-lifting-magnet/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/round-electromagnetic-lifting-magnet/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/wbc-semi-magnetic-tailings-recovery-machine/","WBC semi magnetic tailings recovery machine | Cowinmagnet South Africa","WBC semi magnetic tailings recovery machine for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/wbc-semi-magnetic-tailings-recovery-machine/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/wbc-semi-magnetic-tailings-recovery-machine/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/wet-drum-magnetic-separator/","Wet Drum Magnetic Separator | Cowinmagnet South Africa","Wet Drum Magnetic Separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/wet-drum-magnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/wet-drum-magnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/metal-detection-and-recycling-sorting/dls-type-window-metal-detector/","DLS type window metal detector | Cowinmagnet South Africa","DLS type window metal detector for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/metal-detection-and-recycling-sorting/dls-type-window-metal-detector/","en-ZA=https://cowinmagnet.co.za/en-za/products/metal-detection-and-recycling-sorting/dls-type-window-metal-detector/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/metal-detection-and-recycling-sorting/eccentric-eddy-current-separator/","Eccentric Eddy Current Separator | Cowinmagnet South Africa","Eccentric Eddy Current Separator for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/metal-detection-and-recycling-sorting/eccentric-eddy-current-separator/","en-ZA=https://cowinmagnet.co.za/en-za/products/metal-detection-and-recycling-sorting/eccentric-eddy-current-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
