"productSlug","productName","productFamily","requiredField","source","status"
"cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","drum diameter and length","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","tank type","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","drum diameter and length","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","tank type","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","drum diameter and length","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","tank type","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","magnetic-filter-or-component","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","magnetic-filter-or-component","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","magnetic-filter-or-component","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","magnetic-filter-or-component","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","magnetic-filter-or-component","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","magnetic-filter-or-component","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","drum diameter and length","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","tank type","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separation","DCZ type dry fully automatic magnetic separation","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separation","DCZ type dry fully automatic magnetic separation","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separation","DCZ type dry fully automatic magnetic separation","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separation","DCZ type dry fully automatic magnetic separation","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separation","DCZ type dry fully automatic magnetic separation","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separation","DCZ type dry fully automatic magnetic separation","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separator","DCZ type dry fully automatic magnetic separator","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separator","DCZ type dry fully automatic magnetic separator","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separator","DCZ type dry fully automatic magnetic separator","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separator","DCZ type dry fully automatic magnetic separator","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separator","DCZ type dry fully automatic magnetic separator","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"dcz-type-dry-fully-automatic-magnetic-separator","DCZ type dry fully automatic magnetic separator","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","dry-magnetic-separator","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","dry-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","dry-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","dry-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","dry-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","dry-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","dry-magnetic-separator","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","dry-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","dry-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","dry-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","dry-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","dry-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"disc-magnetic-separator-for-tailing","Disc Magnetic Separator for Tailing","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"disc-magnetic-separator-for-tailing","Disc Magnetic Separator for Tailing","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"disc-magnetic-separator-for-tailing","Disc Magnetic Separator for Tailing","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"disc-magnetic-separator-for-tailing","Disc Magnetic Separator for Tailing","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"disc-magnetic-separator-for-tailing","Disc Magnetic Separator for Tailing","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"disc-magnetic-separator-for-tailing","Disc Magnetic Separator for Tailing","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"drum-magnet","Drum Magnet","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"drum-magnet","Drum Magnet","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"drum-magnet","Drum Magnet","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"drum-magnet","Drum Magnet","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"drum-magnet","Drum Magnet","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"drum-magnet","Drum Magnet","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"dry-drum-magnetic-separator","Dry Drum Magnetic Separator","dry-magnetic-separator","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"dry-drum-magnetic-separator","Dry Drum Magnetic Separator","dry-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"dry-drum-magnetic-separator","Dry Drum Magnetic Separator","dry-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"dry-drum-magnetic-separator","Dry Drum Magnetic Separator","dry-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"dry-drum-magnetic-separator","Dry Drum Magnetic Separator","dry-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"dry-drum-magnetic-separator","Dry Drum Magnetic Separator","dry-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","detection aperture","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","sensitivity application range","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","alarm/reject interface","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","conveyor-metal-detector","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"gtc-wet-plate-magnetic-separator","GTC wet plate magnetic separator","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"gtc-wet-plate-magnetic-separator","GTC wet plate magnetic separator","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"gtc-wet-plate-magnetic-separator","GTC wet plate magnetic separator","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"gtc-wet-plate-magnetic-separator","GTC wet plate magnetic separator","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"gtc-wet-plate-magnetic-separator","GTC wet plate magnetic separator","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"gtc-wet-plate-magnetic-separator","GTC wet plate magnetic separator","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","dry-magnetic-separator","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","dry-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","dry-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","dry-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","dry-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","dry-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"high-frequency-screen","High Frequency Screen","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"high-frequency-screen","High Frequency Screen","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"high-frequency-screen","High Frequency Screen","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"high-frequency-screen","High Frequency Screen","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"high-frequency-screen","High Frequency Screen","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"high-frequency-screen","High Frequency Screen","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-wet-vertical-ring-high-gradient-magnetic-separator","HJLH wet vertical ring high gradient magnetic separator","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-wet-vertical-ring-high-gradient-magnetic-separator","HJLH wet vertical ring high gradient magnetic separator","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-wet-vertical-ring-high-gradient-magnetic-separator","HJLH wet vertical ring high gradient magnetic separator","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-wet-vertical-ring-high-gradient-magnetic-separator","HJLH wet vertical ring high gradient magnetic separator","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-wet-vertical-ring-high-gradient-magnetic-separator","HJLH wet vertical ring high gradient magnetic separator","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"hjlh-wet-vertical-ring-high-gradient-magnetic-separator","HJLH wet vertical ring high gradient magnetic separator","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"hjpc-wet-disc-magnetic-separation","HJPC wet disc magnetic separation","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"hjpc-wet-disc-magnetic-separation","HJPC wet disc magnetic separation","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"hjpc-wet-disc-magnetic-separation","HJPC wet disc magnetic separation","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"hjpc-wet-disc-magnetic-separation","HJPC wet disc magnetic separation","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"hjpc-wet-disc-magnetic-separation","HJPC wet disc magnetic separation","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"hjpc-wet-disc-magnetic-separation","HJPC wet disc magnetic separation","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","pulley dimensions","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","magnetic circuit grade","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","conveyor integration details","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","unclassified-product-family","correct product family and working principle","data/products/products.json","needs COWIN engineering confirmation"
"nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","unclassified-product-family","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","unclassified-product-family","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","unclassified-product-family","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","unclassified-product-family","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","unclassified-product-family","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","drum diameter and length","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","tank type","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","drum diameter and length","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","tank type","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","slurry and particle-size range","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","confirmed model/series drawing","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","application-specific dimensions","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","approved performance values","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","verified options and exclusions","data/products/products.json","needs COWIN engineering confirmation"
"rct-type-fully-magnetic-drum","RCT type fully magnetic drum","wet-drum-or-wet-magnetic-separator","reviewer approval","data/products/products.json","needs COWIN engineering confirmation"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","input power","data/products/products.json","needs COWIN engineering confirmation"
"round-electromagnetic-lifting-magnet","Round Electromagnetic Lifting Magnet","suspended-electromagnetic-separator","coil/cooling configuration","data/products/products.json","needs COWIN engineering confirmation"
